date,equity,cash,borrowed,holdings_val,leverage,drawdown,num_positions,active_holdings,regime
2024-05-15,100886.39,0.0,84.18,100970.57,1.0,21.07,2,"SMCI,SOXL",Bull_MidVol
2024-05-16,96535.57,0.0,84.18,96619.74,1.0,24.48,2,"SMCI,SOXL",Bull_MidVol
2024-05-17,94764.75,0.0,84.18,94848.93,1.0,25.86,2,"SMCI,SOXL",Bull_LowVol
2024-05-20,97394.81,0.0,84.18,97478.99,1.0,23.81,2,"SMCI,SOXL",Bull_LowVol
2024-05-21,96855.05,0.0,84.18,96939.23,1.0,24.23,2,"SMCI,SOXL",Bull_LowVol
2024-05-22,95335.78,0.0,84.18,95419.96,1.0,25.42,2,"SMCI,SOXL",Bull_LowVol
2024-05-23,92910.16,0.0,84.18,92994.34,1.0,27.31,2,"SMCI,SOXL",Bull_LowVol
2024-05-24,97153.8,0.0,84.18,97237.98,1.0,23.99,2,"SMCI,SOXL",Bull_LowVol
2024-05-28,97559.57,0.0,84.18,97643.74,1.0,23.68,2,"SMCI,SOXL",Bull_LowVol
2024-05-29,93247.57,0.0,84.18,93331.75,1.0,27.05,2,"SMCI,SOXL",Bull_LowVol
2024-05-30,91818.79,0.0,84.18,91902.97,1.0,28.17,2,"SMCI,SOXL",Bull_LowVol
2024-05-31,87860.28,5070.99,0.0,82789.3,0.94,31.26,2,"SMCI,NVDA",Bull_LowVol
2024-06-03,87530.58,5070.99,0.0,82459.6,0.94,31.52,2,"SMCI,NVDA",Bull_LowVol
2024-06-04,87839.91,5070.99,0.0,82768.92,0.94,31.28,2,"SMCI,NVDA",Bull_LowVol
2024-06-05,91364.12,5070.99,0.0,86293.13,0.94,28.52,2,"SMCI,NVDA",Bull_LowVol
2024-06-06,89079.03,5070.99,0.0,84008.04,0.94,30.31,2,"SMCI,NVDA",Bull_LowVol
2024-06-07,88324.0,5070.99,0.0,83253.01,0.94,30.9,2,"SMCI,NVDA",Bull_LowVol
2024-06-10,89951.21,5070.99,0.0,84880.23,0.94,29.63,2,"SMCI,NVDA",Bull_LowVol
2024-06-11,88203.33,5070.99,0.0,83132.35,0.94,31.0,2,"SMCI,NVDA",Bull_LowVol
2024-06-12,89468.97,5070.99,0.0,84397.98,0.94,30.01,2,"SMCI,NVDA",Bull_LowVol
2024-06-13,98226.94,5070.99,0.0,93155.95,0.95,23.15,2,"SMCI,NVDA",Bull_LowVol
2024-06-14,96356.06,5070.99,0.0,91285.07,0.95,24.62,2,"SMCI,NVDA",Bull_LowVol
2024-06-17,99806.48,5070.99,0.0,94735.49,0.95,21.92,2,"SMCI,NVDA",Bull_LowVol
2024-06-18,103253.71,5070.99,0.0,98182.72,0.95,19.22,2,"SMCI,NVDA",Bull_LowVol
2024-06-20,102307.29,5070.99,0.0,97236.3,0.95,19.96,2,"SMCI,NVDA",Bull_LowVol
2024-06-21,100614.39,5070.99,0.0,95543.41,0.95,21.29,2,"SMCI,NVDA",Bull_LowVol
2024-06-24,92739.7,5070.99,0.0,87668.71,0.95,27.45,2,"SMCI,NVDA",Bull_LowVol
2024-06-25,95334.94,5070.99,0.0,90263.95,0.95,25.42,2,"SMCI,NVDA",Bull_LowVol
2024-06-26,94381.51,5070.99,0.0,89310.53,0.95,26.16,2,"SMCI,NVDA",Bull_LowVol
2024-06-27,98964.41,5070.99,0.0,93893.43,0.95,22.58,2,"SMCI,NVDA",Bull_LowVol
2024-06-28,92946.71,5070.99,0.0,87875.72,0.95,27.29,2,"SMCI,NVDA",Bull_LowVol
2024-07-01,92476.32,5070.99,0.0,87405.34,0.95,27.65,2,"SMCI,NVDA",Bull_LowVol
2024-07-02,94303.7,5070.99,0.0,89232.72,0.95,26.22,2,"SMCI,NVDA",Bull_LowVol
2024-07-03,96001.16,5070.99,0.0,90930.17,0.95,24.9,2,"SMCI,NVDA",Bull_LowVol
2024-07-05,95584.23,5070.99,0.0,90513.24,0.95,25.22,2,"SMCI,NVDA",Bull_LowVol
2024-07-08,100372.53,5070.99,0.0,95301.54,0.95,21.48,2,"SMCI,NVDA",Bull_LowVol
2024-07-09,100555.61,5070.99,0.0,95484.62,0.95,21.33,2,"SMCI,NVDA",Bull_LowVol
2024-07-10,101471.66,5070.99,0.0,96400.68,0.95,20.62,2,"SMCI,NVDA",Bull_LowVol
2024-07-11,99400.26,5070.99,0.0,94329.27,0.95,22.24,2,"SMCI,NVDA",Bull_LowVol
2024-07-12,101424.08,5070.99,0.0,96353.1,0.95,20.65,2,"SMCI,NVDA",Bull_LowVol
2024-07-15,100270.89,5070.99,0.0,95199.9,0.95,21.56,2,"SMCI,NVDA",Bull_LowVol
2024-07-16,98211.35,5070.99,0.0,93140.36,0.95,23.17,2,"SMCI,NVDA",Bull_LowVol
2024-07-17,91827.31,5070.99,0.0,86756.32,0.94,28.16,2,"SMCI,NVDA",Bull_MidVol
2024-07-18,91079.12,5070.99,0.0,86008.13,0.94,28.75,2,"SMCI,NVDA",Bull_MidVol
2024-07-19,90182.19,5070.99,0.0,85111.21,0.94,29.45,2,"SMCI,NVDA",Bull_MidVol
2024-07-22,90176.87,5070.99,0.0,85105.88,0.94,29.45,2,"SMCI,NVDA",Bull_MidVol
2024-07-23,89772.55,5070.99,0.0,84701.56,0.94,29.77,2,"SMCI,NVDA",Bull_MidVol
2024-07-24,82471.03,5070.99,0.0,77400.04,0.94,35.48,2,"SMCI,NVDA",Bull_MidVol
2024-07-25,80828.14,5070.99,0.0,75757.16,0.94,36.77,2,"SMCI,NVDA",Bull_MidVol
2024-07-26,82338.37,5070.99,0.0,77267.38,0.94,35.58,2,"SMCI,NVDA",Bull_MidVol
2024-07-29,80898.2,5070.99,0.0,75827.21,0.94,36.71,2,"SMCI,NVDA",Bull_MidVol
2024-07-30,77041.84,5070.99,0.0,71970.85,0.93,39.73,2,"SMCI,NVDA",Bull_MidVol
2024-07-31,82896.8,3.77,0.0,82893.03,1.0,35.15,2,"NVDA,SOXL",Bull_MidVol
2024-08-01,73090.3,11938.61,0.0,61151.69,0.84,42.82,1,NVDA,Bull_MidVol
2024-08-02,72004.01,11938.61,0.0,60065.4,0.83,43.67,1,NVDA,Bull_MidVol
2024-08-05,68185.18,11938.61,0.0,56246.56,0.82,46.66,1,NVDA,Bull_MidVol
2024-08-06,70312.97,11938.61,0.0,58374.36,0.83,44.99,1,NVDA,Bull_MidVol
2024-08-07,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-08,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-09,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-12,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-13,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-14,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-15,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-16,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-19,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-20,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-21,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-22,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-23,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-26,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-27,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-28,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
2024-08-29,69000.85,69000.85,0.0,0.0,0.0,46.02,0,CASH_BIL,Bull_MidVol
