date,equity,cash,borrowed,holdings_val,leverage,drawdown,num_positions,active_holdings,regime
2015-04-22,62220.4,-159.92,67336.17,129716.49,2.08,-0.5158,2,"OLED,CACC",Bull_LowVol
2015-04-23,62590.2,-168.34,67336.17,130094.72,2.08,-0.5129,2,"OLED,CACC",Bull_LowVol
2015-04-24,64519.1,-176.76,67336.17,132032.03,2.05,-0.4979,2,"OLED,CACC",Bull_LowVol
2015-04-27,63070.86,-185.17,67336.17,130592.21,2.07,-0.5091,2,"OLED,CACC",Bull_LowVol
2015-04-28,61770.26,-193.59,67336.17,129300.02,2.09,-0.5193,2,"OLED,CACC",Bull_LowVol
2015-04-29,61429.88,-202.01,67336.17,128968.06,2.1,-0.5219,2,"OLED,CACC",Bull_LowVol
2015-04-30,65059.44,-210.43,67336.17,132606.03,2.04,-0.4937,2,"OLED,CACC",Bull_LowVol
2015-05-01,64307.46,-218.84,67336.17,131862.47,2.05,-0.4995,2,"OLED,CACC",Bull_LowVol
2015-05-04,65011.76,-227.26,67336.17,132575.2,2.04,-0.494,2,"OLED,CACC",Bull_LowVol
2015-05-05,63948.61,-235.68,67336.17,131520.46,2.06,-0.5023,2,"OLED,CACC",Bull_LowVol
2015-05-06,63796.03,-244.09,67336.17,131376.3,2.06,-0.5035,2,"OLED,CACC",Bull_LowVol
2015-05-07,64242.51,-252.51,67336.17,131831.19,2.05,-0.5,2,"OLED,CACC",Bull_LowVol
2015-05-08,71507.9,-260.93,67336.17,139105.0,1.95,-0.4435,2,"OLED,CACC",Bull_LowVol
2015-05-11,70449.89,-269.34,67336.17,138055.41,1.96,-0.4517,2,"OLED,CACC",Bull_LowVol
2015-05-12,69716.28,-277.76,67336.17,137330.22,1.97,-0.4574,2,"OLED,CACC",Bull_LowVol
2015-05-13,71453.83,-286.18,67336.17,139076.18,1.95,-0.4439,2,"OLED,CACC",Bull_LowVol
2015-05-14,74140.77,-294.6,67336.17,141771.54,1.91,-0.423,2,"OLED,CACC",Bull_LowVol
2015-05-15,72471.93,-303.01,67336.17,140111.11,1.93,-0.436,2,"OLED,CACC",Bull_LowVol
2015-05-18,73315.47,-311.43,67336.17,140963.07,1.92,-0.4294,2,"OLED,CACC",Bull_LowVol
